corp_code,corp_name,corp_name_eng,krx_code,stock_code,stock_name,corp_cls,corp_cls_l,jurir_no,bizr_no,ceo_nm,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,lst_dt,acc_mt,sec_cls,market_div,stock_type,par_val,iss_shr,modify_date
00125150,SGC에너지(주),"SGC Energy Co.,Ltd.",KR7005090006,005090,SGC에너지,Y,KOSPI,1101110079817,2148189700,"이우성, 박준영, 이복영","서울특별시 서초구 양재대로 246 2층,3층 한국소비자원",www.sgcenergy.co.kr,,02-489-9400,02-489-8006,351,19670627,1993/01/06,12,주권,,보통주,5000,14409333,20240422
00152039,(주)SG글로벌,"SG GLOBAL CO., LTD",KR7001380005,001380,SG글로벌,Y,KOSPI,1615110000037,3148108778,이의범,충청남도 예산군 예산읍 창말로 75 (주)SG글로벌,www.sgglobal.co.kr,,070-5038-6333,070-4369-2409,303,19541222,1976/06/29,12,주권,,보통주,500,44964143,20221128
00137809,(주)신화다이나믹스,"SHIN HWA DYNAMICS CO.,LTD",KR7001770007,001770,SHD,Y,KOSPI,1101110028632,1348129352,신종호,"경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)",www.shinhwatp.co.kr,,031-499-9922,031-499-9920,24199,19560601,1988/11/23,12,주권,,보통주,5000,1214878,20230130
00136457,(주)SH에너지화학,"SH ENERGY & CHEMICAL CO.,LTD",KR7002360006,002360,SH에너지화학,Y,KOSPI,1341110000210,4018109407,정케빈규봉,전라북도 군산시 외항7길 20,www.sh-enerchem.com,,063-469-1500,063) 469-1519,201,19580509,1985/12/23,12,주권,,보통주,500,111133730,20221212
00138260,(주)SIMPAC,SIMPACInc,KR7009160003,009160,SIMPAC,Y,KOSPI,1201110002189,1228100819,최진식,인천광역시 부평구  부평북로 141 (주)SIMPAC,www.simpac.co.kr,,032-510-0044,032-515-3030,24113,19730809,1989/07/29,12,주권,,보통주,500,65429516,20230109
00815369,(주)에스제이엠,"SJM CO.,LTD",KR7123700007,123700,에스제이엠,Y,KOSPI,1314110241465,1348666202,김휘중 (단독 대표이사),경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠,-,,031-490-3838,031-491-3799,303,20100504,2010/05/31,12,주권,,보통주,500,15604898,20230223
00181943,(주)에스제이엠홀딩스,"SJM HOLDINGS CO.,LTD",KR7025530007,025530,에스제이엠홀딩스,Y,KOSPI,1301110008862,1348102386,"김용호, 김휘중(각자대표이사)",경기도 안산시 단원구 별망로459번길 20,www.sjmholdings.co.kr,,031-491-4151,031-491-3799,452,19750331,1997/02/12,12,주권,,보통주,500,14934008,20240221
00139889,SKC(주),SKC LTD,KR7011790003,011790,SKC,Y,KOSPI,1301110001585,1358101250,박원철,경기도 수원시 장안구 정자로 102 SKC첨단기술중앙연구소 (정자동 911-10),www.skc.kr,http://www.skc.kr/,02-3787-1234,02-537-3162,204,19730716,1997/07/18,12,주권,,보통주,5000,37868298,20240823
00144164,SK가스(주),SK GAS LTD,KR7018670000,018670,SK가스,Y,KOSPI,1101110413247,1168112528,윤병석,경기도 성남시 분당구 판교로 332 ECO Hub,www.skgas.co.kr/,,02-6200-8114,02-6200-8118,46713,19851220,1997/08/27,12,주권,,보통주,5000,9245244,20230104
00131780,SK네트웍스(주),SKNetworksCompanyLimited,KR7001740000,001740,SK네트웍스,Y,KOSPI,1301110005199,1248100718,이호정,경기도 수원시 장안구 경수대로976번길 19 -,www.sknetworks.co.kr,,070-7800-2114,070-7800-0097,467,19560324,1977/06/30,12,주권,,보통주,2500,221277902,20240826
00508344,SK디앤디(주),"SK D&D Co.,Ltd.",KR7210980009,210980,SK디앤디,Y,KOSPI,1101113001685,1018604792,김도현,경기도 성남시 분당구 판교로 332 (삼평동),www.skdnd.com,https://www.skdnd.com/invest/profit.do,02-398-4700,02-398-4710,68122,20040427,2015/06/23,12,주권,,보통주,1000,18617382,20230224
01535150,에스케이위탁관리부동산투자회사 주식회사,"SK REIT Co., Ltd.",KR7395400005,395400,SK리츠,Y,KOSPI,1101117815446,2488602055,에스케이리츠운용 주식회사,서울특별시 중구 세종대로 136 15층,skreit.co.kr,,02-6353-7070,02-6353-7099,68112,20210315,2021/09/14,03,부동산투자회사,,보통주,500,290868769,20221220
00181712,SK(주),SK Inc.,KR7034730002,034730,SK,Y,KOSPI,1101110769583,2208116503,"최태원, 장용호",서울특별시 종로구 종로 26 SK주식회사,www.sk-inc.com/,,02-2121-5114,02-2121-1789,64992,19910413,2009/11/11,12,주권,,보통주,200,72502703,20240328
01596425,에스케이스퀘어 주식회사,"SK Square Co., Ltd.",KR7402340004,402340,SK스퀘어,Y,KOSPI,1101118077821,5408102301,한명진,서울특별시 중구 을지로 65 SK T타워,www.sksquare.com,,02-6100-3114,,64992,20211102,2021/11/29,12,주권,,보통주,100,132540858,20240816
01386916,에스케이아이이테크놀로지 주식회사,"SK ie technology Co., Ltd.",KR7361610009,361610,SK아이이테크놀로지,Y,KOSPI,1101117064217,5598601539,이상민,서울특별시 종로구 종로 51 종로타워빌딩,www.skietechnology.com/,,02-2121-5114,02-2121-2546,282,20190401,2021/05/11,12,주권,,보통주,1000,81787100,20250707
00480367,에스케이오션플랜트(주),"SK oceanplant Co.,Ltd",KR7100090000,100090,SK오션플랜트,Y,KOSPI,1913110003485,6158106111,이승철,경상남도 고성군 동해면 내산3길 51-1,www.skoceanplant.com/,,055-391-7020,055-673-7148,2413,19961101,2023/04/19,12,주권,,보통주,500,60180336,20230419
00631518,SK이노베이션(주),"SK Innovation Co., Ltd.",KR7096770003,096770,SK이노베이션,Y,KOSPI,1101113710385,1018632319,추형욱,서울특별시 종로구  종로 26,www.SKinnovation.com,,02-2121-5114,02-2121-2118,192,20070703,2007/07/25,12,주권,,보통주,5000,169052788,20250829
00131850,SK증권(주),"SK SECURITIES CO.,LTD",KR7001510007,001510,SK증권,Y,KOSPI,1101110037112,1168136307,"전우종, 정준호",서울특별시 영등포구 국제금융로8길 31 여의도동 SK증권빌딩,www.sks.co.kr,,02-3773-8245,02-3773-8107,66121,19550730,1986/09/20,12,주권,,보통주,500,472590171,20240326
01267170,에스케이케미칼(주),"SK Chemicals Co., Ltd.",KR7285130001,285130,SK케미칼,Y,KOSPI,1311110501021,8468100915,"김철, 안재현",경기도 성남시 분당구 판교로 310,www.skchemicals.com,,02-2008-2008,02-2008-2739,20202,20171201,2018/01/05,12,주권,,보통주,5000,17253783,20230329
00159023,SK텔레콤(주),"SK TELECOM CO.,LTD",KR7017670001,017670,SK텔레콤,Y,KOSPI,1101110371346,1048137225,유영상,서울특별시 중구  을지로 65 (을자로2가),www.sktelecom.com,,02-6100-2114,02-6100-7948,61220,19840420,1989/11/07,12,주권,,보통주,100,214790053,20230217
00134477,SNT다이내믹스(주),"SNT DYNAMICS CO.,Ltd",KR7003570009,003570,SNT다이내믹스,Y,KOSPI,1101110042880,1058132752,박재석,경상남도 창원시 성산구  남면로 599,www.hisntd.com,,055-280-5000,055-280-5510,303,19590401,1976/07/08,12,주권,,보통주,2500,33252697,20230315
00398792,SNT모티브(주),"SNT MOTIV CO.,LTD",KR7064960008,064960,SNT모티브,Y,KOSPI,1801110396069,6218147887,권형순,부산광역시 기장군  철마면 여락송정로 363,www.sntdaewoo.com,,051-509-2114,02)3497-4060,303,20020206,2002/03/11,12,주권,,보통주,5000,26540272,20221115
00648721,SNT에너지(주),"SNTEnergy Co.,Ltd.",KR7100840008,100840,SNT에너지,Y,KOSPI,1942110090598,6098181774,김형섭,경상남도 창원시 성산구  완암로 12,www.hisnt.com,,055-212-6500,02-212-6525,29176,20080205,2008/02/22,12,주권,,보통주,500,20680783,20220809
00225159,(주)SNT홀딩스,"SNT Holdings CO.,LTD ",KR7036530004,036530,SNT홀딩스,Y,KOSPI,1244110002907,1268114881,김도환,서울특별시 강남구 테헤란로 124 11층(역삼동),www.hisntholdings.com,,02-3279-5010,02-869-4266,64992,19820927,2002/10/22,12,주권,,보통주,500,16303886,20230222
00125530,(주)SPC삼립,"SPC SAMLIP CO., LTD.",KR7005610001,005610,SPC삼립,Y,KOSPI,1101110090516,1338122244,"황종현, 김범수(각자 대표이사)",경기도 시흥시 공단1대로 101,www.spcsamlip.co.kr,,02-2276-5035,031-496-2271,108,19680628,1975/05/02,12,주권,,보통주,5000,8629009,20241216
01784394,(주)STX 그린 로지스,STX Green Logis Ltd,KR7465770006,465770,STX그린로지스,Y,KOSPI,1801111522465,4238602883,유재호,부산광역시 중구 중앙대로 102 17층(부산빌딩),www.stxgreenlogis.co.kr/,,02-316-9893,,501,20230901,2023/09/15,12,주권,,보통주,2500,7171032,20250331
00138297,(주)STX,STX CORPORATION,KR7011810009,011810,STX,Y,KOSPI,1942110000183,6098101917,박상준,경상남도 창원시 성산구  중앙대로 105,www.stx.co.kr,,02-316-9600,02-316-9739,46800,19761224,1990/09/12,12,주권,,보통주,2500,31017927,20221206
00480455,STX엔진(주),"STX Engine Co,.Ltd",KR7077970002,077970,STX엔진,Y,KOSPI,1942110066763,6098162781,이상수,경상남도 창원시 성산구  공단로474번길 36,www.stxengine.co.kr,,-,055-280-0594,29111,20040401,2004/05/10,12,주권,,보통주,2500,40148063,20230331
00409672,(주)티비에이치글로벌,"TBH GLOBAL CO.,LTD",KR7084870005,084870,티비에이치글로벌,Y,KOSPI,1801110346204,6068164892,우종완,서울특별시 송파구 중대로 168 신한빌딩(가락동),-,,02-2058-3800,02-2140-0998,141,20010101,2005/12/19,12,주권,,보통주,500,20856819,20230922
00117300,(주)TCC스틸,TCC STEEL,KR7002710002,002710,TCC스틸,Y,KOSPI,1101110032112,1078113810,"손봉락, 손기영, 김영학 (각자대표)",경상북도 포항시 남구  괴동로 100,www.tccsteel.com,,02-2633-3311,02-2676-7007,24191,19590716,1984/12/21,12,주권,,보통주,1000,26213697,20250328
00142865,(주)WISCOM,"WISCOM CO.,LTD",KR7024070005,024070,WISCOM,Y,KOSPI,1301110009274,1348103288,"구조웅, 구영일",경기도 안산시 단원구  강촌로 237,www.wiscom.co.kr,,031-495-1181,031-492-6187,22299,19780509,1996/11/22,12,주권,,보통주,500,15326438,20230327
00506294,(주)가비아,"GABIA,Inc.",KR7079940003,079940,가비아,K,KOSDAQ,1101111777585,2148639239,"김홍국, 원종홍 (공동대표이사)","경기도 과천시 과천대로7나길 34 4~6층 (갈현동, 가비아 앳)",www.gabia.com,,1544-4370,02-848-6626,58221,19990921,2005/10/19,12,주권,우량기업부,보통주,500,13535684,20241004
00441304,가온그룹(주),"KAON Group Co., Ltd.",KR7078890001,078890,가온그룹,K,KOSDAQ,1311110060978,1298142066,임동연,경기도 성남시 분당구  성남대로 884-3,www.kaonmedia.com,,031-724-8500,031-724-8997,264,20010511,2005/07/12,12,주권,중견기업부,보통주,500,18046872,20230417
00104768,가온전선(주),"GAON CABLE CO.,LTD",KR7000500009,000500,가온전선,Y,KOSPI,1341110000567,1238100049,정 현,경기도 군포시  엘에스로45번길 120,www.gaoncable.com,,031-8068-3928,031-8068-3899,28302,19470924,1987/06/08,12,주권,,보통주,5000,16543115,20230324
01364747,(주)가온칩스,"GAONCHIPS CO., LTD.",KR7399720002,399720,가온칩스,K,KOSDAQ,1311110319656,1448104023,정규동,경기도 성남시 수정구 금토로40번길 26 A동 4층,www.gaonchips.com,,031-697-8267,070-4649-7510,26112,20120806,2022/05/20,12,주권,우량기업부,보통주,500,11600420,20230216
00261009,감성코퍼레이션(주),"GAMSUNG Corporation Co., Ltd.",KR7036620003,036620,감성코퍼레이션,K,KOSDAQ,1101111061954,1058166548,김호선,"서울특별시 서초구 방배로 162 서울시 서초구 방배로 162, 4층(예광빌딩)",www.gamsungcorp.co.kr,,02-3140-1000,02-333-8651,467,19940728,2000/01/11,12,주권,우량기업부,보통주,500,90503771,20221118
00100939,강남제비스코(주),"KANGNAM JEVISCO CO.,LTD",KR7000860007,000860,강남제비스코,Y,KOSPI,1801110003391,6058103330,"황익준,김재현(각자대표이사)","부산광역시 부산진구 중앙대로 639 18층(범천동, 엠디엠타워)",www.jevisco.com,,051-892-4221,051-892-5576,20411,19520716,1975/11/12,12,주권,,보통주,500,13000000,20230214
01032583,(주)강동씨앤엘,"KANGDONG C&L co., Ltd",KR7198440000,198440,강동씨앤엘,K,KOSDAQ,1101115403623,1078818207,"구희택, 이훈창",전라남도 장성군 장성읍 영천로 35 고려시멘트,koreacement.co.kr,,061-390-6575,,233,20140428,2014/08/13,12,주권,중견기업부,보통주,100,60931896,20250327
01025644,주식회사 강스템바이오텍,"KANGSTEM BIOTECH CO., LTD.",KR7217730001,217730,강스템바이오텍,K,KOSDAQ,1101114461002,1198634832,나종천,서울특별시 강남구 테헤란로 522 홍우빌딩 9층,www.kangstem.com,,02-888-1590,02-888-1592,211,20101029,2015/12/21,12,주권,기술성장기업부,보통주,500,94054149,20241209
00255619,(주)강원랜드,"Kangwon Land, Inc.",KR7035250000,035250,강원랜드,Y,KOSPI,1449110001666,2258110770,최철규,강원도 정선군 사북읍 하이원길 265 강원랜드,kangwonland.high1.com ,http://kangwonland.high1.com,033-590-7700,033-590-3200,91249,19980629,2003/09/04,12,주권,,보통주,500,213940500,20231206
00100601,(주)강원에너지,"KANGWON ENERGY Co., Ltd.",KR7114190002,114190,강원에너지,K,KOSDAQ,1101110191398,1248146960,"신진용,유승주","전라북도 군산시 자유무역1길 60 웰크론강원 510-9, 510-10, 510-12",kwenergy.co.kr,,070-7467-9000,02-20174611,289,19760206,2009/11/20,12,주권,우량기업부,보통주,500,26123038,20240502
00587457,갤럭시아머니트리(주),"GalaxiaMoneytree Co.,Ltd.",KR7094480001,094480,갤럭시아머니트리,K,KOSDAQ,1101111081928,1208160844,신동훈,서울시 강남구 수서동 715번지 수서오피스 빌딩 12층,www.galaxiamoneytree.co.kr,https://galaxiamoneytree.irpage.co.kr/#/main,070-4193-4023,02-512-1759,58221,19941005,2007/07/20,12,주권,중견기업부,보통주,500,39229838,20230102
00129554,(주)갤럭시아 에스엠,"Galaxia SM, INC.",KR7011420007,011420,갤럭시아에스엠,Y,KOSPI,1301110008771,1348102367,이반석,서울특별시 강남구  학동로 311 미성빌딩 7층,galaxiasme.com,,02-775-1300,02-775-1301,911,19750506,1989/11/14,12,주권,,보통주,500,27549644,20211213
00206039,경남스틸(주),"Kyeong Nam Steel Co., LTD",KR7039240007,039240,경남스틸,K,KOSDAQ,1942110006090,6098111206,최석우,경남 창원시 웅남동 61-46번지,www.ksteel.co.kr,,055-297-9700,055-274-2071,24199,19901115,2000/03/07,12,주권,우량기업부,보통주,100,26979604,20221206
00307028,경남제약 주식회사,"KYUNG NAM PHARM.CO.,LTD.",KR7053950002,053950,경남제약,K,KOSDAQ,1350110085255,1348142258,"김성곤, 조정영 (각자 대표이사)",경상남도 의령군 동동리 1539-5,www.kyungnampharm.co.kr,,02-3490-5105,02)3490-5129,212,19981229,2001/11/06,12,주권,중견기업부,보통주,100,78147358,20240611
00101433,(주)경농,KYUNGNONG CORPORATION,KR7002100006,002100,경농,Y,KOSPI,1101110089395,2148108779,"이병만,이용진",서울특별시 서초구 강남대로39길 15-10한라비발디스튜디오193,www.knco.co.kr,,02-3488-5800,02-3488-5933,2032,19570712,1977/06/30,12,주권,,보통주,500,19522575,20240226
00101488,(주)경동나비엔,"KYUNG DONG NAVIEN CO.,LTD",KR7009450008,009450,경동나비엔,Y,KOSPI,1347110001159,1258101234,"손연호, 손흥락, 장희철",경기도 평택시 서탄면 수월암길 95 -,www.kdnavien.co.kr,,031-8060-5500,031)659-1111,28520,19781113,1993/08/31,12,주권,,보통주,1000,14568592,20250327
01208885,(주)경동도시가스,"KYUNGDONG CITY GAS CO.,LTD",KR7267290005,267290,경동도시가스,Y,KOSPI,2301110274751,1438132491,"송재호, 나윤호",울산광역시 북구 염포로 260-10(진장동) 주식회사 경동도시가스,www.kdgas.co.kr,,052-219-5300,052-287-4189,35200,20170401,2017/05/12,12,주권,,보통주,2500,5895406,20230215
00143527,(주)경동인베스트,"KYUNGDONG INVEST CO., LTD.",KR7012320008,012320,경동인베스트,Y,KOSPI,1812110000906,6208100410,정승진,경기도 성남시 분당구 수내로46번길 4 경동빌딩 -,www.kdinvest.co.kr,,031-738-5557,031-738-5559,649,19770615,1997/03/07,12,주권,,보통주,5000,2365023,20230216
00101549,경동제약(주),KyungdongPharm,KR7011040003,011040,경동제약,K,KOSDAQ,1201110003765,1248135518,"류기성, 김경훈(각자 대표)",경기도 화성시  양감면 제약단지로 224-3,www.kdpharma.co.kr,,02  -576 -6121,02-577-5195,212,19760212,1992/12/18,12,주권,중견기업부,보통주,500,30768766,20240701
00101628,(주)경방,KYUNGBANG LTD,KR7000050005,000050,경방,Y,KOSPI,1101110013287,1078105232,"김준, 김담",서울특별시 영등포구 영중로 15 (영등포동 4가),www.kyungbang.co.kr,,02-2638-6000,02-2638-6109,47119,19191005,1956/03/03,12,주권,,보통주,500,27415270,20221208
00101664,(주)경보제약,"KYONGBO PHARMACEUTICAL CO., LTD.",KR7214390007,214390,경보제약,Y,KOSPI,1648110001961,3128104567,김태영,충청남도 아산시 실옥로 174,www.kbpharma.co.kr,,02-2175-2315,041-546-8427,211,19870331,2015/06/29,12,주권,,보통주,500,23906860,20250207
00102113,(주)경인양행,KYUNG-IN SYNTHETIC CORPORATION,KR7012610002,012610,경인양행,Y,KOSPI,1201110005703,1378100562,"김흥준,조성용 (각자대표이사)",인천광역시 서구  건지로 199 (석남동) 223-52,www.kyungin.co.kr,,032-571-7498,02-3660-7849,20132,19771014,1995/10/05,12,주권,,보통주,500,41616365,20230227
00102140,경인전자(주),"KYUNGIN ELECTRONICS CO.,LTD",KR7009140005,009140,경인전자,Y,KOSPI,1101110150229,1198102373,김성은,"서울특별시 금천구  가산디지털2로 184 1411호(가산동,벽산/경인디지털밸리2)",www.kie.co.kr,,02-2113-2000,02-851-5477,2629,19730806,1989/06/20,12,주권,,보통주,5000,1570797,20221202
00102353,경창산업(주),KyungchangIndustrial,KR7024910002,024910,경창산업,K,KOSDAQ,1701110007733,5038104241,"손일호, 차석주",대구광역시 달서구 성서로35길 6 월암동,www.kc.co.kr,,053 -560 -0141,0537182401,30331,19770622,1994/12/29,12,주권,우량기업부,보통주,500,35819005,20250328
00102432,계룡건설산업(주),"KYE-RYONG CONSTRUCTION INDUSTRIAL CO.,LTD",KR7013580006,013580,계룡건설산업,Y,KOSPI,1601110003121,3148107954,"오태식, 윤길호",대전광역시 서구 문정로48번길 48 -,www.krcon.co.kr,,042-480-7114-5,042)484-5785,412,19781011,1996/01/30,12,주권,,보통주,5000,8930907,20240603
00102618,계양전기(주),"KEYANG ELECTRIC MACHINERY CO.,LTD",KR7012200002,012200,계양전기,Y,KOSPI,1101110212889,1048134422,임영환,서울특별시 강남구 테헤란로 508 (대치동)해성2빌딩 2층,www.keyang.co.kr,www.keyang.co.kr,02-559-6800,02-559-6860,291,19770427,1988/07/06,12,주권,,보통주,500,27222829,20240701
00102751,고려산업(주),"KOREA INDUSTRIAL CO.,LTD",KR7002140002,002140,고려산업,Y,KOSPI,1801110001494,6048100024,"전장열, 김영교(각자 대표이사)",부산광역시 중구 중앙대로 22 (중앙동6가),www.hafeed.co.kr,,051-600-5076,051-955-2656,105,19570724,1991/01/14,12,주권,,보통주,1000,24939425,20240702
00336297,고려신용정보(주),"KORYO CREDIT INFORMATION CO.,LTD.",KR7049720006,049720,고려신용정보,K,KOSDAQ,1101110787080,2148172290,윤태훈,"서울특별시 서초구 서초대로 353 (서초동, 유니온타워)",www.koryoinfo.co.kr,,02-3450-9000,02-3450-9020,75993,19910627,2002/01/31,12,주권,우량기업부,보통주,500,14300000,20221214
